"pathway","pval","padj","overlap","size","overlapGenes","Pathway_Set","Significance"
"KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_TERMINATION",1,1,0,21,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE",1,1,0,29,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_EGF_EGFR_ACTIN_SIGNALING_PATHWAY",1,1,0,21,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_CALCINEURIN_SIGNALING_PATHWAY",1,1,0,15,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_ERK_SIGNALING_PATHWAY",1,1,0,15,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_EGF_EGFR_RAS_ERK_SIGNALING_PATHWAY",1,1,0,16,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_EGF_EGFR_RAS_PI3K_SIGNALING_PATHWAY",1,1,0,15,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_EGF_ERBB2_RAS_ERK_SIGNALING_PATHWAY",1,1,0,16,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I",1,1,0,44,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_IV",1,1,0,16,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_EREG_EGFR_RAS_ERK_SIGNALING_PATHWAY",1,1,0,15,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_FANCONI_ANEMIA_PATHWAY",1,1,0,19,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_FLT3LG_FLT3_RAS_ERK_SIGNALING_PATHWAY",1,1,0,15,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_FLT3LG_FLT3_RAS_PI3K_SIGNALING_PATHWAY",1,1,0,15,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119",1,1,0,40,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_GLOBAL_GENOME_NER",1,1,0,18,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_GLYCOLYSIS",1,1,0,22,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_GNRH_GNRHR_PLCB_PKC_SIGNALING_PATHWAY",1,1,0,19,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_GPCR_PI3K_SIGNALING_PATHWAY",1,1,0,27,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_GPI_ANCHOR_BIOSYNTHESIS",1,1,0,24,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_HGF_MET_RAS_ERK_SIGNALING_PATHWAY",1,1,0,15,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_HOMOLOGOUS_RECOMBINATION",1,1,0,33,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_HOMOLOGOUS_RECOMBINATION_IN_ICLR",1,1,0,16,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_IFN_RIPK1_3_SIGNALING_PATHWAY",1,1,0,18,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_IGF_IGF1R_RAS_ERK_SIGNALING_PATHWAY",1,1,0,16,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_IL1_IL1R_JNK_SIGNALING_PATHWAY",1,1,0,19,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_IL1_IL1R_P38_SIGNALING_PATHWAY",1,1,0,17,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_KEAP1_NRF2_SIGNALING_PATHWAY",1,1,0,19,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_KITLG_KIT_RAS_ERK_SIGNALING_PATHWAY",1,1,0,15,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_LESION_BYPASS_BY_TLS_AND_DSB_FORMATION",1,1,0,15,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_LONG_PATCH_BER",1,1,0,17,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_LPAR_GNB_G_RHO_SIGNALING_PATHWAY",1,1,0,20,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY",1,1,0,18,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_MGLUR5_CA2_APOPTOTIC_PATHWAY",1,1,0,21,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_MISMATCH_REPAIR",1,1,0,26,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS",1,1,0,61,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_NUCLEAR_EXPORT_OF_MRNA",1,1,0,30,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_ORGANIZATION_OF_THE_INNER_KINETOCHORE",1,1,0,17,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_ORIGIN_UNWINDING_AND_ELONGATION",1,1,0,30,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_P300_P21_CELL_CYCLE_G1_S",1,1,0,15,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_P4_PR_RAS_ERK_SIGNALING_PATHWAY",1,1,0,16,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_PINK_PARKIN_MEDIATED_AUTOPHAGOSOME_FORMATION",1,1,0,16,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_PRE_IC_FORMATION",1,1,0,27,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_PTP",1,1,0,18,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_RELN_VLDLR_PI3K_SIGNALING_PATHWAY",1,1,0,15,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_SPINDLE_ASSEMBLY_CHECKPOINT_SIGNALING",1,1,0,21,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_TCR_PLCG_ITPR_SIGNALING_PATHWAY",1,1,0,19,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_TELOMERE_ELONGATION",1,1,0,18,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_TGFA_EGFR_RAS_ERK_SIGNALING_PATHWAY",1,1,0,15,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_TLR1_2_4_NFKB_SIGNALING_PATHWAY",1,1,0,19,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_TLR5_NFKB_SIGNALING_PATHWAY",1,1,0,16,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_TNF_JNK_SIGNALING_PATHWAY",1,1,0,16,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_TNF_NFKB_SIGNALING_PATHWAY",1,1,0,16,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_TRAIP_DEPENDENT_REPLISOME_DISASSEMBLY",1,1,0,16,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_TRANSCRIPTIONAL_ACTIVATION_BY_ACETYLATION_OF_H3K27",1,1,0,15,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_TRANSCRIPTION_COUPLED_NER",1,1,0,31,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION",1,1,0,80,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_AMPLIFIED_FGFR_TO_RAS_ERK_SIGNALING_PATHWAY",1,1,0,15,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_AMPLIFIED_MYC_TO_P27_CELL_CYCLE_G1_S",1,1,0,15,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_EGF_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY",1,1,0,15,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_IGF2_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY",1,1,0,15,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_MLL_AF4_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION",1,1,0,26,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_EGFR_TO_RAS_ERK_SIGNALING_PATHWAY",1,1,0,15,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_MET_TO_RAS_ERK_SIGNALING_PATHWAY",1,1,0,15,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABBERANT_ATXN2_3_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY",1,1,0,17,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION",1,1,0,35,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_AGE_RAGE_SIGNALING_PATHWAY",1,1,0,17,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I",1,1,0,51,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV",1,1,0,17,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_MACHR_CA2_APOPTOTIC_PATHWAY",1,1,0,19,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY",1,1,0,21,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION",1,1,0,35,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY",1,1,0,22,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_PSEN_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY",1,1,0,15,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION",1,1,0,35,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I",1,1,0,45,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION",1,1,0,40,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_TDP43_TO_ELECTRON_TRANSFER_IN_COMPLEX_I",1,1,0,45,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_FGF17_TO_RAS_ERK_SIGNALING_PATHWAY",1,1,0,15,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PINK1_TO_ELECTRON_TRANSFER_IN_COMPLEX_I",1,1,0,45,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_UBQLN2_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION",1,1,0,39,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION",1,1,0,39,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION",1,1,0,35,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY",1,1,0,18,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_PRNP_PI3K_NOX2_SIGNALING_PATHWAY",1,1,0,16,"","KEGG_MEDICUS","Not Significant"
"KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_TRANSPORT_OF_CALCIUM",1,1,0,17,"","KEGG_MEDICUS","Not Significant"
